created_at,full_text,text_weight,text_weight_label,class_sentiment
Thu May 30 23:58:24 +0000 2024,kpu kab kepl talaud laksana media gathering liput tahap pilkada serentak mediapers cafe lacasa giat hadir mediapers melonguane kabupaten pulau talaud,5,1,positif
Mon May 27 09:50:45 +0000 2024,yuk simak kilas giat lantik pps plkada video video lengkap saksi youtube kpu banyumas ya,17,1,positif
Wed May 29 03:05:10 +0000 2024,ketua kpu hasyim asyari terangterangan laku jahat milu tangkap hasyim asyari feri amsari bukti surat kpu pusat kpu daerah laku curang milu,-12,-1,negatif
Mon Feb 26 06:36:26 +0000 2024,sulit terima akal sehat presiden bahas program rencana calon presiden lantik resmi kpu alas cawecawe presiden milu,24,1,positif
Wed May 29 13:13:38 +0000 2024,ketua kpu hasyim asy ari narasumber rapat kerja teknis fungsi intelijen polri tema intelijen aman polri presisi aman selenggara pilkada agenda nasional dukung,10,1,positif
Sun Sep 03 00:45:24 +0000 2023,jadwal tahap selenggara milu kpu calon presiden wakil presiden jadwal tanggal oktober november tanggal september tanggal,-3,-1,negatif
Tue May 28 01:26:30 +0000 2024,hasyim asyari terangterangan laku jahat milu tangkap hasyim asyari feri amsari bukti surat kpu pusat kpu daerah laku curang milu,-12,-1,negatif
Thu Feb 15 22:56:18 +0000 2024,data real count timnas amin data c valid ya kawan kawan screenshot pagi jumat feb ayo pantau web kpu semangat deteksi salah input sirekap nilai rupa faktor sengaja jaga algorithm,16,1,positif
Sun Jun 02 08:21:11 +0000 2024,badan awas milu bawaslu tunggu sikap komisi pilih kpu menindaklanjuti putus mahkamah agung ma nomor phum ubah tafsir syarat usia minimal calon kepala daerah,4,1,positif
Thu May 30 08:44:37 +0000 2024,rw putus ma no phum perintah kpu cabut pasal wakil perempuan nyatanyata inkonstitusional langgar pasal uu milu fakta cabut kpu kpu surat ma putus laku,-15,-1,negatif
Sun Jun 02 07:58:52 +0000 2024,kpu provinsi sumatera utara laksana upacara lahir pancasila sabtu halaman kantor kpu provinsi sumatera utara jajar sekretariat kpu provinsi kabupatenkota sesumatera utara,3,1,positif
Sat Jun 01 10:46:04 +0000 2024,jajar kpu kabupaten probolinggo anggota ppk kabupaten probolinggo laksana giat upacara rangka lahir pancasila juni,0,0,netral
Thu May 30 10:50:17 +0000 2024,kpu kota probolinggo gelar rapat koordimasi luncur tahap pilih wali kota wakil wali kota tahin kamis ri,-2,-1,negatif
Wed May 29 12:04:16 +0000 2024,kpu kota probolinggo gelar rekapitulasi hasil verifikasi administrasi syarat dukung calon orang pilih wali kota wakil wali kota probolinggo rabu ri,4,1,positif
Fri Jan 26 15:24:02 +0000 2024,parah banget sih puluh dukuh kelompok selenggara pungut suara kpps sleman kantor kpu sleman jumat desak kpu sleman transparan ambil langkah hukum vendor sedia snack lantik kpps ketua paguyungan,9,1,positif
Mon May 27 07:56:03 +0000 2024,hai kpu bondowoso menducapkan selamat tugas pps pilih pilkada serentak kabupaten bondowoso kamis moga amanah emban tugas,13,1,positif
Thu May 30 04:09:35 +0000 2024,yuk baca kisah komik seru maskot kpu kabupaten lombok timur humas kpu lotim id,12,1,positif
Tue May 28 11:59:43 +0000 2024,mari jalan sehat kpu luncur maskot jingle pilkada jepara minggu juni tinggal ya id jateng,13,1,positif
Wed Mar 27 00:55:49 +0000 2024,sidang mahkamah konstitisi agenda gugat amin kpu hasil pilpres mohon doa,10,1,positif
Sat Jun 01 05:39:13 +0000 2024,jajar kpu kabupaten probolinggo selamat lahir pancasila juni,8,1,positif
Mon Apr 11 06:16:13 +0000 2022,milu februari pilkada serentak november butuh anggar rp triliun kpu rp triliun bawaslu rp triliun hitung detail apbn apbd tahap,4,1,positif
Fri May 31 12:52:15 +0000 2024,pilkada mata jawa barat daftar calon independen pilgub jabar temu jalan terjal sulit kompetisi calon partai politik syarat kpu berat,3,1,positif
Sun Jun 02 11:39:10 +0000 2024,kpu cianjur gelar luncur tahap pilkada cianjur,2,1,positif
Tue Feb 20 10:06:48 +0000 2024,lo tayang cnn selasa feb jam wib tetiba layar lupa ngedit udah capek kali ya shgg keburu edit tayang gimana nih id layar tera total suara masuk,8,1,positif
Sat Jun 01 02:53:14 +0000 2024,kpu riau gelar upacara lahir pancasila tema pancasila jiiwa bangsa tuju indonesia emas inspektur upacara anggota kpu riau abdul rahman juni,5,1,positif
Fri Dec 01 12:37:53 +0000 2023,kemarin kpu informasi debat capres langsung x debat cawapres x kpu ubah format debat pilpres debat cawapres tiada imo kali besok langsung kpu menang pilpres,25,1,positif
Thu May 30 12:08:49 +0000 2024,informasi putus kpu kabupaten mus rawas nomor kursi partai politik milu anggota dprd kabupaten mus rawas milu putus kpu kabupaten mus rawas nomor,4,1,positif
Sun Apr 10 10:50:41 +0000 2022,sepakat milu laksana februari pilkada november tahap milu juni april kpu bawaslu periode lantik milu pilkada serentak,10,1,positif
Sun Jun 02 06:45:36 +0000 2024,ketua kpu provinsi jawa barat ummi wahyuni ketua divisi data informasi ahmad nur hidayat ketua divisi rencana logistik nazarudin hadir luncur pilih bupati wakil bupati kabupaten karawang,1,1,positif
Fri May 31 08:07:09 +0000 2024,anggota kpu idham holik buka rapat harmonisasi rancang atur kpu susun daftar pilih atur kpu calon gubernur wakil gubernur bupati wakil bupati wali kota wakil wali kota jakarta kamis,9,1,positif
Tue May 28 09:56:25 +0000 2024,terimakasih masyarakat kabupaten serdang bedagai pilih partai demokrat raih kursi dprd kabupaten serdang bedagai sesuai putus kpu nomor,11,1,positif
Thu Mar 07 10:35:09 +0000 2024,kpu lapor terima dana kampanye lppdk caprescawapres pilpres aniesmuhaimin rp m prabowogibran rp m ganjarmahfud rp m,11,1,positif
Wed May 29 04:08:24 +0000 2024,kpu kota probolinggo hadir rapat koordinasi peta tps pilih gubernur wakil gubernur wali kota wakil wali kota gelar kpu provinsi jawa timur selasarabu ri,1,1,positif
Wed May 29 13:41:33 +0000 2024,anggota kpu idham holik hadir narasumber rapat koordinasi kesiap selenggara pilkada serentak wilayah papua selenggara kemenkopolhukam jayapura rabu,10,1,positif
Sun Jun 02 06:52:06 +0000 2024,ketua divisi sdm litbang kpu provinsi jawa barat abdullah sapi hadir luncur tahap pilih walikota wakil walikota cirebon sabtu rangkai giat hadir ketua kpu kota cirebon mardeko,-6,-1,negatif
Sat Jun 01 04:14:24 +0000 2024,sabtu lahir pancasila aula kantor komisi pilih kabupaten ende laksana rapat kuat lembaga ketua komisi pilih provinsi nusa tenggara timur jemris fointuna,5,1,positif
Mon May 27 07:13:20 +0000 2024,hai komisi pilih kpu bondowoso lantik kukuh anggota panitia pungut suara pps pilih minggu,9,1,positif
Sat Jun 01 10:47:44 +0000 2024,rangka lahir pancasila kpu jatim gelar upcara sabtu juni wibselesai halaman kantor jalan raya tenggilis nomor surabaya,5,1,positif
Sat Jun 01 00:49:34 +0000 2024,anggota kpu mochammad afifuddin betty epsilon idroos hadir sidang selisih hasil pilih phpu anggota dpr ri dpd dprd provinsi dprd kabupatenkota agenda dengar terang saksiahli,-2,-1,negatif
Sat Jun 01 23:19:55 +0000 2024,komisioner kpu aplikasi sirekap pilkada kpu sirekap mudah proses hitung suara madrid arsenal liga champions barca la liga vini bayem mbappe,4,1,positif
Sat Jun 01 04:16:01 +0000 2024,kpu kabupaten bantaeng laksana upacara lahir pancasila sabtu halaman kantor kpu kabupaten bantaeng lahir pancasila usung tema pancasila jiwa bangsa tuju indonesia emas,9,1,positif
Fri May 31 15:30:51 +0000 2024,hasyim asyari cs id sirekap alat bantu rekapitulasi singapura dgan biaya miliar knapa tanggal january februari milu kpu,-1,-1,negatif
Wed Feb 21 14:40:51 +0000 2024,politikus pdi juang adi napitupulu aju hak angket dpr ri rupa solusi curang milu rakyat mempercayai lembaga negara komisi pilih kpu,1,1,positif
Sat Jun 01 10:53:48 +0000 2024,hai akses rekap infografis hasil daerah pilih milu scan barcode postingan yaaa moga manfaat ya teman pilih lupa like komen share yaaa,15,1,positif
Sat Dec 23 13:37:17 +0000 2023,komisi pilih kpu dki jakarta orang ganggu jiwa odgj kuga nyoblos milu surat rekomendasi dokter ketua divisi sosialisasi didik pilih partisipasi masyarakat kpu provinsi dki jakarta astri,1,1,positif
Fri May 31 14:08:18 +0000 2024,hasil qodari januari sirekap feb februari hasyim ashari cs id persen maksud,8,1,positif
Wed May 29 16:13:18 +0000 2024,komisi pilih kpu kabupaten lombok timur laksana giat bimbing teknis bimtek panitia pilih camat ppk pilkada rabu mei id,5,1,positif
Sat Jun 01 07:22:23 +0000 2024,kpu kabupaten mus rawas laksana upacara bendera lahir pancasila kantor kpu kabupaten mus rawas,0,0,netral
Fri May 31 00:50:26 +0000 2024,demokrat kpu patuh putus ma batas usia cakada,4,1,positif
Thu May 30 08:52:42 +0000 2024,ma perintah kpu cabut atur batas usia calon usia sept ubah usia desember januari paham,-4,-1,negatif
Sat Jun 01 02:32:51 +0000 2024,hai kpu kabupaten demak laksana giat rapat koordinasi final peta tps pilkada serentak aula kpu kabupaten demak kamis,11,1,positif
Wed May 29 10:05:59 +0000 2024,kudus mei kpu provinsi jawa hadir acara luncur maskot jingle pilih bupati wakil bupati kudus selenggara alun alun simpang kudus acara langsung riah hadir kait,20,1,positif
Sun Jun 02 06:40:02 +0000 2024,ketua divisi hukum awas kpu provinsi jawa barat aneu nursifah hadir luncur tahap pilih bupati wakil bupati ciamis sabtu giat luncur hadir ketua anggota sekretariat kpu kabupaten ciamis,6,1,positif
Sun Jun 02 06:10:05 +0000 2024,putus batas usia pilkada bawaslu tunggu tindak kpu,1,1,positif
Sat Jun 01 06:49:37 +0000 2024,sampurasun kpu kab bekas gelar launching pilih bupatiwakil bupati bekas amp luncur jinglemaskot pilkada minggu central park meikarta saksi youtube channel kpu kab bekas,13,1,positif
Sun Feb 18 14:14:27 +0000 2024,forum komunikasi rawan ganjarmahfud mahasiswa masyarakat aipil desak komisi pilih republik indonesia kpu ri gelar ulang coblos pilih presiden pilpres dasar fenomena duga curang,2,1,positif
Wed May 29 02:54:59 +0000 2024,podcast kpu ri tayang kali tayang tamu jurnalis milu tau seru ya tonton podcast kpu ri episode vitorio mantalean berita milu tayang perdana rabu tanggal mei,2,1,positif
Mon May 27 11:32:15 +0000 2024,puluh kiyai nu kota probolinggo hadir kpu kota probolinggo senin undang sosialisasi kait selenggara pilih gubernur wakil gubernur baca lengkap ri,9,1,positif
Fri May 31 02:04:51 +0000 2024,mahkamah agung ma kabul mohon partai garda republik indonesia garuda kait atur batas minimal usia calon gubernur wakil gubernur rabu putus perintah ketua komisi pilih kpu cabut atur,4,1,positif
Wed May 29 23:15:00 +0000 2024,komisi pilih kpu ri susun butuh pungut suara tps lokasi khusus penuh hak pilih pilkada serentak champions league kiky la liga syarifah salma olympiacos yati,-1,-1,negatif
Sun Jun 02 06:55:56 +0000 2024,komisi pilih kabupaten karangasem laksana rapat hasil verifikasi administrasi dukung pasang calon orang bupati wakil bupati karangasem kantor kpu kabupaten karangasem minggu,13,1,positif
Sat Jun 01 03:43:45 +0000 2024,kpu kabupaten karanganyar laksana upacara lahir pancasila tema pancasila jiwa bangsa tuju indonesia emas sabtu halaman kantor kpu kabupaten karanganyar,6,1,positif
Thu May 30 11:37:43 +0000 2024,pilpres ubah atur batas usia pilkada ubah atur batas usia pilpres pakai sirekap pilkada pakai sirekap tinggal bansos kalo pilkada pakai arti sempurna rusak kpu pakai sirekap pilkada pilpres,10,1,positif
Wed May 29 03:37:38 +0000 2024,kpu babel gelar rapat pleno buka kursi partai politik calon pilih anggota dewan wakil rakyat daerah dprd provinsi pulau bangka belitung pilih,-5,-1,negatif
Tue Mar 05 23:01:58 +0000 2024,breaking news hasil hitung suara hilang situs kpu sirekap pagi,10,1,positif
Wed May 29 05:14:53 +0000 2024,ketua kpu hasyim asyari anggota kpu anggota dkpp ex officio kpu yulianto sudrajat sekretaris jenderal kpu bernad dermawan sutrisno hadir lantik ambil sumpah janji tim periksa daerah ganti periode,-10,-1,negatif
Sat Jun 01 03:06:55 +0000 2024,hai kpu kabupaten demak laksana giat rapat koordinasi sosialisasi masyarakat pilkada aula kpu kabupaten demak jumat,7,1,positif
Sun May 26 15:26:47 +0000 2024,saksi live streaming sidang selisih hasil pilih anggota dpd anggota dpr ri dprd provinsi dprd kabupatenkota senin mei wib kanal youtube kpu ri tinggal ya,1,1,positif
Sun Jun 02 04:11:21 +0000 2024,anggota kpu idham holik hadir acara luncur pilih bupati wakil bupati kabupaten karawang kabupaten karawang sabtu,-3,-1,negatif
Sat Jun 01 01:29:46 +0000 2024,sabtu kpu kabupaten ende laksana apel lahir pancasila,3,1,positif
Fri May 31 04:20:24 +0000 2024,ketua kpu hasyim asy ari anggota kpu mochammad afifuddin hadir sidang selisih hasil pilih phpu anggota dpr ri dpd dprd provinsi dprd kabupatenkota agenda dengar terang saksiahli,-2,-1,negatif
Fri May 31 04:35:16 +0000 2024,anggota kpu idham holik laku kunjung kerja rangka monitoring supervisi sarana prasarana kpu kota jayapura jayapura rabu arah idham jajar disiplin laku lapor uang,10,1,positif
Tue May 28 15:03:17 +0000 2024,anggota kpu betty epsilon idroos resmi ruang podcast kpu provinsi sulawesi sulteng kantor kpu provinsi sulteng senin sambut betty selamat resmi ruang podcast kpu provinsi sulawesi,3,1,positif
Mon May 27 06:58:56 +0000 2024,hai komisi pilih kpu provinsi jawa timur laksana apel pagi senin mei acara langsung wib selesai halaman kantor kpu jatim jln raya tenggilis no surabaya,10,1,positif
Sun Jun 02 01:51:24 +0000 2024,anggota kpu mochammad afifuddin hadir luncur jingle maskot pilih gubernur wakil gubernur provinsi banten kota serang sabtu,-8,-1,negatif
Fri May 31 08:29:00 +0000 2024,drajat tekan konsolidasi koordinasi stakeholder kpu kerja selenggara pilkada serentak,13,1,positif
Thu Feb 15 12:37:31 +0000 2024,update data hitung suara pilih presiden himpun website resmi kpu februari wib anies baswedanmuhaimin iskandar prabowo subiantogibran rakabuming ganjar,5,1,positif
Thu Feb 22 06:58:21 +0000 2024,subianto mas tweet partai gerindra terimakasih sebesarbesarnya penyelanggara milu komisioner kpu tugas kpps saksi awas milu bawaslu aparat tegak hukum tni,9,1,positif
Mon May 27 09:56:57 +0000 2024,kpu kabupaten lampung laksana rapat koordinasi peta tps pilih gubernur wakil gubernur provinsi lampung bupati wakil bupati kabupaten lampung,0,0,netral
Sun Jun 02 05:51:04 +0000 2024,komisi pilih kabupaten karangasem terima koordinasi tim dukung pasang calon orang bupati wakil bupati karangasem kantor kpu kabupaten karangasem minggu,8,1,positif
Sun Jun 02 03:30:25 +0000 2024,komisi pilih kabupaten karangasem hadir rapat koordinasi peta tps pilih gubernur wakil gubernur bupati wakil bupati walikota wakil walikota kpu kabupatenkota sebal,3,1,positif
Sat Jun 01 07:25:48 +0000 2024,wakil rakyat pilih anggota dprd jatim periode,-5,-1,negatif
Thu Feb 15 10:10:53 +0000 2024,komisi pilih kpu proses hitung suara milu data kamis progress tps khusus pilih presiden pilpres real count kpu pasang calon presiden capres prabowo subianto,12,1,positif
Wed May 29 10:16:40 +0000 2024,siang selasarabu mei komisi pilih provinsi jawa timur kpu jatim laksana rapat koordinasi peta tps pilih gubernur wakil gubernur bupati wakil bupati walikota wakil walikota,1,1,positif
Fri May 31 08:28:58 +0000 2024,anggota kpu yulianto sudrajat hadir sambut rapat konsolidasi laksana pilih kepala daerah serentak provinsi pulau bangka belitung pangkalpinang kamis,7,1,positif
Tue May 28 12:18:32 +0000 2024,hai komisi pilih provinsi jawa timur kpu jatim gelar rapat pleno buka kursi calon pilih anggota dprd provinsi jawa timur milu serentak selasa mei wib selesai,10,1,positif
Sun Jun 02 07:18:35 +0000 2024,jelang pilkada kpu kulonprogo luncur maskot kacer,3,1,positif
Wed May 29 14:20:39 +0000 2024,rabu mei kpu kabupaten belitung timur laksana bimbing teknis panitia pilih camat ppk kabupaten belitung timur pilkada serentak rumah makan fega manggar ketua anggota kpu kabupaten belitung timur,8,1,positif
Tue May 28 10:42:24 +0000 2024,ketua kpu hasyim asyari anggota kpu parsadaan harahap august mellaz pimpin lantik anggota kpu kabupatenkota kabupatenkota provinsi malu utara periode kantor kpu selasa,-1,-1,negatif
Fri May 31 14:08:46 +0000 2024,hukum milu jumat mei salam integritas divisi hukum awas kpu provinsi jawa timur,12,1,positif
Sat May 25 11:51:43 +0000 2024,rangka sambut selenggara pilih gubernur wakil gubernur dki jakarta kpu dki acara luncur tahap pilih gubernur wakil gubernur silang monas laku jelang acara sabtu ris,1,1,positif
Sat Jun 01 23:03:57 +0000 2024,anggota komisi pilih kpu ri idham holik aplikasi sistem informasi rekapitulasi sirekap pilih kepala daerah pilkada serentak madrid arsenal liga champions barca la liga vini bayem mbappe,-7,-1,negatif
Sun Mar 17 11:25:54 +0000 2024,kpu ri hasil pilpres maret hitung rugi aju mohon sengketa pilpres mahkamah konstitusi paslon aniesmuhaimin paslon ganjarmahfud,-5,-1,negatif
Wed Mar 20 14:28:24 +0000 2024,resmi kpu hasil pilpres anies muhaimin suara menang provinsi aceh sumbar prabowo gibran suara menang provinsi ganjar mahfud suara menang provinsi prabowo subianto gibran,28,1,positif
Sun May 26 03:43:31 +0000 2024,anggota kpu mochammad afifuddin hadir luncur pilih gubernur wakil gubernur provinsi papua jayapura sabtu sambut afif ajak masyarakat papua sukses pilkada selenggara november,7,1,positif
Thu May 30 08:00:15 +0000 2024,anggota kpu betty epsilon idroos hadir bicara diskusi jamin buka perintah pilkada ruang bsm gedung menteri ppnbappenas jakarta rabu,-6,-1,negatif
Thu May 30 11:54:26 +0000 2024,kedelai bongkrek kpu pakai sirekap pilkada serentak,3,1,positif
Tue May 28 12:07:16 +0000 2024,hasyim asyari berani laku jahat sentuh hukum feri amsari bukti surat kpu pusat kpu daerah laku curang milu,-5,-1,negatif
Tue May 28 08:42:26 +0000 2024,ketua kpu hasyim asyari hadir luncur pilih gubernur wakil gubernur provinsi kalimantan selatan banjarbaru senin,0,0,netral
Wed Mar 13 15:16:40 +0000 2024,kpu gelar rekapitulasi hasil suara pilpres tingkat nasional provinsi kpu laku rekapitulasi pilpres tingkat nasional provinsi,9,1,positif
Sun Feb 18 14:34:24 +0000 2024,sesuai data mati sakit badan ad hoc komisi pilih kpu catat orang tinggal dunia jalan tugas proses hitung suara milu anggota kpps pps linmas tinggal dunia tugas milu,0,0,netral
Sat Jun 01 02:15:50 +0000 2024,ketua kpu hasyim asy ari anggota kpu parsadaan harahap august mellaz pimpin lantik anggota kpu kabupatenkota kabupatenkota provinsi malu utara periode kantor kpu selasa,-1,-1,negatif
Wed May 29 10:52:34 +0000 2024,gratis batas buka amp doorprize tarik warga jawa timur ojo lali hadir saksi luncur pilih gubernur wakil gubernur jawa timur selasa juni,3,1,positif
Sat Jun 01 02:24:04 +0000 2024,pilkada dagel kpu menang calon jokowi,7,1,positif
Sun May 26 11:35:29 +0000 2024,juang hakim mk putus langgar etika pilpres hakim mk berani putus abuse of power nepotisme amp jalan buka bobrok gaya hidup oknum kpu prabowo,9,1,positif
Thu May 30 07:23:25 +0000 2024,anggota kpu sukoharjo moerwedhy tanomo gelar sosialisasi pilkada gabung kelompok tani gapoktan desa kenongkorejo wendy kenal sriaji rupa maskot pilih bupati,-7,-1,negatif
Wed May 29 23:58:36 +0000 2024,komitmen kpu masyarakat papua wujud pilkada aman damai,2,1,positif
Sat Jun 01 18:41:50 +0000 2024,refly harun kpu abai putus ma batas usia cakada alas,-3,-1,negatif
Tue May 28 12:36:56 +0000 2024,anggota kpu betty epsilon idroos hadir luncur tahap pilih gubernur wakil gubernur sulawesi taman gor kota palu senin betty jajar kpu provinsi sulawesi,-3,-1,negatif
Thu May 30 08:36:57 +0000 2024,putus ma perintah kpu cabut atur batas usia calon kepala daerah mulus langkah sang pangeran kontestasi pilkada rumput goyang,7,1,positif
Mon May 27 12:25:27 +0000 2024,anggota kpu idham holik narasumber dialog kawal pilkada selenggara b universe jakarta senin idham jalan demokrasi indonesia spesial milu,6,1,positif
Wed Mar 20 14:59:21 +0000 2024,calon presiden capres calon wakil presiden cawapres nomor urut prbaowo subianto gibran rakabuming raka menang pilih presiden pilpres hasil komisi pilih kpu rapat pleno rekapitulasi,16,1,positif
Wed May 29 14:46:48 +0000 2024,saksi live streaming sidang selisih hasil pilih anggota dpd anggota dpr ri dprd provinsi dprd kabupatenkota kamis mei wib kanal youtube kpu ri,-4,-1,negatif
Wed May 29 13:54:06 +0000 2024,pilih rabu juni kpu kota padangsidimpuan rapat koordinasi pemko padangsidimpuan bpjs ketenagakerjaan kpu bawaslu aula walikota padangsidimpuan,-1,-1,negatif
Wed Nov 15 12:50:06 +0000 2023,kpu undi nomor urut pilpres kantor kpu jalan imam bonjol menteng jakarta pusat selasa hasil paslon anies baswedanmuhaimin iskandar alias cak imin nomor urut prabowo subiantogibran rakabuming raka nomor urut,7,1,positif
Wed May 29 15:33:13 +0000 2024,komitmen kpu masarakat papua wujud pilkada aman damai all eyes on rafah,2,1,positif
Thu May 30 14:34:04 +0000 2024,presiden joko widodo tanggap putus mahkamah agung ma komisi pilih kpu cabut atur batas usia calon kepala daerah baca,6,1,positif
Wed May 29 07:41:31 +0000 2024,selasa mei kpu kabupaten kendal acara luncur pilih bupati wakil bupati kabupaten kendal halaman stadion utama kebondalem kendal acara luncur resmi maskot jingle pilbub kabupaten kendal,0,0,netral
Sat May 25 05:40:22 +0000 2024,ayoo ramai saksi luncur pilih bupati wakil bupati kabupaten lampung utara luncur maskot jinglenya riah bagindas band natalia primadona pantura kiki the potters,10,1,positif
Wed May 29 05:14:55 +0000 2024,jakarta selasa lantik tpd unsur kpu orang unsur masyarakat orang lantik ambil sumpahjanji pimpin ketua dkpp hedy lugito hadir,3,1,positif
Wed May 29 06:40:16 +0000 2024,yuk saksi live luncur tahap pilih bupati wakil bupati kabupaten batu bara tahub youtube kpu batubara rabu mei wib,10,1,positif
Thu May 30 02:26:20 +0000 2024,jingle pilih gubernur wakil gubernur jawa barat suara jawa barat,0,0,netral
Fri May 31 11:47:31 +0000 2024,politik bangsat anjing main mk ma kpu loby sih plongo,-8,-1,negatif
Tue May 28 10:42:34 +0000 2024,hasyim pesan anggota kpu lantik kerja pegang atur perundangundangan utama jalan tahap pilkada jajar kpu anggota kpu sekretariat,3,1,positif
Sun Jun 02 04:32:54 +0000 2024,bison oposisi bela rakyat ajuk angket kudeta dpr gagal gugat ptun laut tuduh kpu bawaslu curang now bujer nyinyir jokowi kasihan bison loyo kader nya badut i buja,-23,-1,negatif
Sun Jun 02 06:53:06 +0000 2024,jingle pilkada kpu kabupaten lombok timur lets check uot humas kpu lotim id,1,1,positif
Sun May 26 12:23:18 +0000 2024,anggota kpu betty epsilon idroos august mellaz parsadaan harahap hadir giat luncur tahap pilih gubernur wakil gubernur provinsi daerah khusus jakarta monumen nasional monas jakarta sabtu,-3,-1,negatif
Wed May 29 06:19:38 +0000 2024,sarang mei kpu provinsi jawa gelar rapat pleno buka hitung kursi calon pilih anggota dprd provinsi jawa milu serentak,5,1,positif
Thu May 30 02:10:07 +0000 2024,hai kpu karanganyar selenggara rapat koordinasi final peta pungut suara tps pilkada serentak aula kantor kpu karanganyar rabu mei,16,1,positif
Mon May 27 15:25:44 +0000 2024,anggota kpu mochammad afifuddin idham holik parsadaan harahap hadir sidang selisih hasil pilih phpu anggota dpr ri dpd dprd provinsi dprd kabupatenkota,-6,-1,negatif
Wed May 29 12:04:03 +0000 2024,anggota kpu betty epsilon idroos hadir giat rapat kerja final peta pungut suara tps pilih gubernur wakil gubernur provinsi dki jakarta bogor selasa,5,1,positif
Sun Jun 02 00:33:21 +0000 2024,komisioner kpu aplikasi sirekap pilkada kpu sirekap mudah proses hitung suara madrid arsenal liga champions barca la liga vini bayem mbappe,4,1,positif
Sun May 26 06:40:41 +0000 2024,kpu kabupaten garut gelar lantik ambil sumpahjanji penandatanganan pakta integritas anggota panitia pungut suara pilkada gelar hotel harmoni garut jl cipanas tarogong kaler minggu,5,1,positif
Thu May 30 02:44:39 +0000 2024,bendahara pdip jateng langkah dpd pdip jateng kirim surat kait undur enam caleg pilih dprd jateng kpu,5,1,positif
Mon May 27 02:03:11 +0000 2024,hai kpu kota sarang selamat sukses lantik anggota pps pilgub jateng pilwakot sarang,10,1,positif
Thu Apr 14 23:04:11 +0000 2022,lihat ketua kpu semangat tunggu milu ya allah jalan amp mudah ya allah aamiin ya allah,41,1,positif
Thu Mar 21 05:49:02 +0000 2024,komisi pilih kpu rampung rekapitulasi suara milu rabu maret nama caleg artis prediksi lolos senayan aman kursi dpr ri mayoritas artis lolos anggota dpr ri periode debut,2,1,positif
Tue May 28 15:40:12 +0000 2024,anggota kpu mochammad afifuddin idham holik yulianto sudrajat betty epsilon idroos hadir sidang selisih hasil pilih phpu anggota dpr ri dpd dprd provinsi dprd kabupatenkota agenda,-6,-1,negatif
Sun May 26 04:34:08 +0000 2024,anggota kpu idham holik hadir arah luncur tahap pilih gubernur wakil gubernur malu utara lapang ngara lamo salero ternate malu utara sabtu,5,1,positif
Tue May 28 02:24:56 +0000 2024,anggota kpu idham holik hadir luncur pilih gubernur wakil gubernur jawa barat kota bandung senin sambut idham terima kasih sebesarbesarnya kpu provinsi jawa barat,2,1,positif
Sun May 26 04:58:30 +0000 2024,kunjung kerja anggota kpu mochammad afifuddin provinsi papua isi giat arah tutup rapat koordinasi laksana tahap pilih kepala daerah wilayah papua jayapura sabtu,3,1,positif
Sat Jun 01 01:27:08 +0000 2024,pilih kpu kabupaten sleman laksana upacara lahir pancasila sabtu halaman kantor kpu kabupaten sleman wib,1,1,positif
Tue May 28 15:40:16 +0000 2024,dengar terang saksiahli periksa sah alat bukti ruang sidang mk jakarta selasa sidang panel panel perkara wilayah provinsi riau panel perkara wilayah provinsi malu,-11,-1,negatif
Fri Feb 16 02:25:00 +0000 2024,maaf kpu tps salah input suara caprescawapres,0,0,netral
Sun Jun 02 09:06:31 +0000 2024,ptsn ma paham tahap daftar calon kada jalan langsung terap pilkada perludem nilai putus ma ditindaklanjuti kpu pilkada,9,1,positif
Thu May 30 00:30:38 +0000 2024,komitmen kpu masyarakat papua wujud pilkada aman damai,2,1,positif
Mon May 27 03:23:06 +0000 2024,ketua kpu kabupaten blora resmi lantik panitia pungut suara pps pilih pilkada camat kabupaten blora minggu,8,1,positif
Mon May 27 14:28:27 +0000 2024,saksi live streaming sidang selisih hasil pilih anggota dpd anggota dpr ri dprd provinsi dprd kabupatenkota selasa mei wib kanal youtube kpu ri tinggal ya,1,1,positif
Wed May 29 09:19:57 +0000 2024,ketua kpu hasyim asyari anggota kpu yulianto sudrajat hadir sesi arah bekal tim periksa daerah tpd ganti periode jakarta selasa,-3,-1,negatif
Sun May 26 13:31:10 +0000 2024,kpu kabupaten banyumas laksana lantik ambil sumpahjanji penandatanganan pakta integritas panitia pungut suara pps pilkada senin,3,1,positif
Mon May 27 14:29:41 +0000 2024,kpu kabupaten sleman laksana lantik anggota panitia pungut suara pps pilih bupati wakil bupati sleman minggu wib the alana yogyakarta hotel amp convention center,4,1,positif
Tue Jun 23 10:59:16 +0000 2020,wacana milu undur tolak demokrasi amputasi kuasa duga jokowi amp pdip milu laksana gubernur amp bupati wali kota plt asntnipolri laku manipulasi milu sistemik,-2,-1,negatif
Sat Jun 01 01:17:04 +0000 2024,komisi pilih provinsi pulau riau selamat lahir pancasila pancasila jiwa bangsa tuju indonesia emas juni,12,1,positif
Sat Jun 01 13:05:24 +0000 2024,ketua kpu provinsi sultra asril tindak inspektur upacara lahir pancasila lingkung kpu provinsi sultra kpu kota kendari tanggal juni upacara kpu kabupatenkota sesultra,-2,-1,negatif
