full_text,text_weight,text_weight_label,class_sentiment
hai akses rekap infografis hasil daerah pilih milu scan barcode postingan yaaa moga manfaat ya teman pilih lupa like komen share yaaa,15,1,positif
komisi pilih kpu dki jakarta orang ganggu jiwa odgj kuga nyoblos milu surat rekomendasi dokter ketua divisi sosialisasi didik pilih partisipasi masyarakat kpu provinsi dki jakarta astri,1,1,positif
hasil qodari januari sirekap feb februari hasyim ashari cs id persen maksud,8,1,positif
komisi pilih kpu kabupaten lombok timur laksana giat bimbing teknis bimtek panitia pilih camat ppk pilkada rabu mei id,5,1,positif
kpu kabupaten mus rawas laksana upacara bendera lahir pancasila kantor kpu kabupaten mus rawas,0,1,netral
demokrat kpu patuh putus batas usia cakada,4,1,positif
perintah kpu cabut atur batas usia calon usia sept ubah usia desember januari paham,-4,0,negatif
hai kpu kabupaten demak laksana giat rapat koordinasi final peta tps pilkada serentak aula kpu kabupaten demak kamis,11,1,positif
kudus mei kpu provinsi jawa hadir acara luncur maskot jingle pilih bupati wakil bupati kudus selenggara alun alun simpang kudus acara langsung riah hadir kait,20,1,positif
ketua divisi hukum awas kpu provinsi jawa barat aneu nursifah hadir luncur tahap pilih bupati wakil bupati ciamis sabtu giat luncur hadir ketua anggota sekretariat kpu kabupaten ciamis,6,1,positif
putus batas usia pilkada bawaslu tunggu tindak kpu,1,1,positif
sampurasun kpu kab bekas gelar launching pilih bupatiwakil bupati bekas amp luncur jinglemaskot pilkada minggu central park meikarta saksi youtube channel kpu kab bekas,13,1,positif
forum komunikasi rawan ganjarmahfud mahasiswa masyarakat aipil desak komisi pilih republik indonesia kpu ri gelar ulang coblos pilih presiden pilpres dasar fenomena duga curang,2,1,positif
podcast kpu ri tayang kali tayang tamu jurnalis milu tau seru ya tonton podcast kpu ri episode vitorio mantalean berita milu tayang perdana rabu tanggal mei,2,1,positif
puluh kiyai nu kota probolinggo hadir kpu kota probolinggo senin undang sosialisasi kait selenggara pilih gubernur wakil gubernur baca lengkap ri,9,1,positif
mahkamah agung ma kabul mohon partai garda republik indonesia garuda kait atur batas minimal usia calon gubernur wakil gubernur rabu putus perintah ketua komisi pilih kpu cabut atur,4,1,positif
komisi pilih kpu ri susun butuh pungut suara tps lokasi khusus penuh hak pilih pilkada serentak champions league kiky liga syarifah salma olympiacos yati,-1,0,negatif
komisi pilih kabupaten karangasem laksana rapat hasil verifikasi administrasi dukung pasang calon orang bupati wakil bupati karangasem kantor kpu kabupaten karangasem minggu,13,1,positif
kpu kabupaten karanganyar laksana upacara lahir pancasila tema pancasila jiwa bangsa tuju indonesia emas sabtu halaman kantor kpu kabupaten karanganyar,6,1,positif
pilpres ubah atur batas usia pilkada ubah atur batas usia pilpres pakai sirekap pilkada pakai sirekap tinggal bansos kalo pilkada pakai arti sempurna rusak kpu pakai sirekap pilkada pilpres,10,1,positif
kpu babel gelar rapat pleno buka kursi partai politik calon pilih anggota dewan wakil rakyat daerah dprd provinsi pulau bangka belitung pilih,-5,0,negatif
breaking news hasil hitung suara hilang situs kpu sirekap pagi,10,1,positif
ketua kpu hasyim asyari anggota kpu anggota dkpp ex officio kpu yulianto sudrajat sekretaris jenderal kpu bernad dermawan sutrisno hadir lantik ambil sumpah janji tim periksa daerah ganti periode,-10,0,negatif
hai kpu kabupaten demak laksana giat rapat koordinasi sosialisasi masyarakat pilkada aula kpu kabupaten demak jumat,7,1,positif
saksi live streaming sidang selisih hasil pilih anggota dpd anggota dpr ri dprd provinsi dprd kabupatenkota senin mei wib kanal youtube kpu ri tinggal ya,1,1,positif
anggota kpu idham holik hadir acara luncur pilih bupati wakil bupati kabupaten karawang kabupaten karawang sabtu,-3,0,negatif
sabtu kpu kabupaten ende laksana apel lahir pancasila,3,1,positif
ketua kpu hasyim asy ari anggota kpu mochammad afifuddin hadir sidang selisih hasil pilih phpu anggota dpr ri dpd dprd provinsi dprd kabupatenkota agenda dengar terang saksiahli,-2,0,negatif
anggota kpu idham holik laku kunjung kerja rangka monitoring supervisi sarana prasarana kpu kota jayapura jayapura rabu arah idham jajar disiplin laku lapor uang,10,1,positif
anggota kpu betty epsilon idroos resmi ruang podcast kpu provinsi sulawesi sulteng kantor kpu provinsi sulteng senin sambut betty selamat resmi ruang podcast kpu provinsi sulawesi,3,1,positif
hai komisi pilih kpu provinsi jawa timur laksana apel pagi senin mei acara langsung wib selesai halaman kantor kpu jatim jln raya tenggilis no surabaya,10,1,positif
anggota kpu mochammad afifuddin hadir luncur jingle maskot pilih gubernur wakil gubernur provinsi banten kota serang sabtu,-8,0,negatif
drajat tekan konsolidasi koordinasi stakeholder kpu kerja selenggara pilkada serentak,13,1,positif
update data hitung suara pilih presiden himpun website resmi kpu februari wib anies baswedanmuhaimin iskandar prabowo subiantogibran rakabuming ganjar,5,1,positif
subianto mas tweet partai gerindra terimakasih sebesarbesarnya penyelanggara milu komisioner kpu tugas kpps saksi awas milu bawaslu aparat tegak hukum tni,9,1,positif
kpu kabupaten lampung laksana rapat koordinasi peta tps pilih gubernur wakil gubernur provinsi lampung bupati wakil bupati kabupaten lampung,0,1,netral
komisi pilih kabupaten karangasem terima koordinasi tim dukung pasang calon orang bupati wakil bupati karangasem kantor kpu kabupaten karangasem minggu,8,1,positif
komisi pilih kabupaten karangasem hadir rapat koordinasi peta tps pilih gubernur wakil gubernur bupati wakil bupati walikota wakil walikota kpu kabupatenkota sebal,3,1,positif
wakil rakyat pilih anggota dprd jatim periode,-5,0,negatif
komisi pilih kpu proses hitung suara milu data kamis progress tps khusus pilih presiden pilpres real count kpu pasang calon presiden capres prabowo subianto,12,1,positif
siang selasarabu mei komisi pilih provinsi jawa timur kpu jatim laksana rapat koordinasi peta tps pilih gubernur wakil gubernur bupati wakil bupati walikota wakil walikota,1,1,positif
anggota kpu yulianto sudrajat hadir sambut rapat konsolidasi laksana pilih kepala daerah serentak provinsi pulau bangka belitung pangkalpinang kamis,7,1,positif
hai komisi pilih provinsi jawa timur kpu jatim gelar rapat pleno buka kursi calon pilih anggota dprd provinsi jawa timur milu serentak selasa mei wib selesai,10,1,positif
jelang pilkada kpu kulonprogo luncur maskot kacer,3,1,positif
rabu mei kpu kabupaten belitung timur laksana bimbing teknis panitia pilih camat ppk kabupaten belitung timur pilkada serentak rumah makan fega manggar ketua anggota kpu kabupaten belitung timur,8,1,positif
ketua kpu hasyim asyari anggota kpu parsadaan harahap august mellaz pimpin lantik anggota kpu kabupatenkota kabupatenkota provinsi malu utara periode kantor kpu selasa,-1,0,negatif
hukum milu jumat mei salam integritas divisi hukum awas kpu provinsi jawa timur,12,1,positif
rangka sambut selenggara pilih gubernur wakil gubernur dki jakarta kpu dki acara luncur tahap pilih gubernur wakil gubernur silang monas laku jelang acara sabtu ris,1,1,positif
anggota komisi pilih kpu ri idham holik aplikasi sistem informasi rekapitulasi sirekap pilih kepala daerah pilkada serentak madrid arsenal liga champions barca liga vini bayem mbappe,-7,0,negatif
kpu ri hasil pilpres maret hitung rugi aju mohon sengketa pilpres mahkamah konstitusi paslon aniesmuhaimin paslon ganjarmahfud,-5,0,negatif
resmi kpu hasil pilpres anies muhaimin suara menang provinsi aceh sumbar prabowo gibran suara menang provinsi ganjar mahfud suara menang provinsi prabowo subianto gibran,28,1,positif
anggota kpu mochammad afifuddin hadir luncur pilih gubernur wakil gubernur provinsi papua jayapura sabtu sambut afif ajak masyarakat papua sukses pilkada selenggara november,7,1,positif
anggota kpu betty epsilon idroos hadir bicara diskusi jamin buka perintah pilkada ruang bsm gedung menteri ppnbappenas jakarta rabu,-6,0,negatif
kedelai bongkrek kpu pakai sirekap pilkada serentak,3,1,positif
hasyim asyari berani laku jahat sentuh hukum feri amsari bukti surat kpu pusat kpu daerah laku curang milu,-5,0,negatif
ketua kpu hasyim asyari hadir luncur pilih gubernur wakil gubernur provinsi kalimantan selatan banjarbaru senin,0,1,netral
kpu gelar rekapitulasi hasil suara pilpres tingkat nasional provinsi kpu laku rekapitulasi pilpres tingkat nasional provinsi,9,1,positif
sesuai data mati sakit badan hoc komisi pilih kpu catat orang tinggal dunia jalan tugas proses hitung suara milu anggota kpps pps linmas tinggal dunia tugas milu,0,1,netral
ketua kpu hasyim asy ari anggota kpu parsadaan harahap august mellaz pimpin lantik anggota kpu kabupatenkota kabupatenkota provinsi malu utara periode kantor kpu selasa,-1,0,negatif
gratis batas buka amp doorprize tarik warga jawa timur ojo lali hadir saksi luncur pilih gubernur wakil gubernur jawa timur selasa juni,3,1,positif
pilkada dagel kpu menang calon jokowi,7,1,positif
juang hakim putus langgar etika pilpres hakim berani putus abuse of power nepotisme amp jalan buka bobrok gaya hidup oknum kpu prabowo,9,1,positif
anggota kpu sukoharjo moerwedhy tanomo gelar sosialisasi pilkada gabung kelompok tani gapoktan desa kenongkorejo wendy kenal sriaji rupa maskot pilih bupati,-7,0,negatif
komitmen kpu masyarakat papua wujud pilkada aman damai,2,1,positif
refly harun kpu abai putus batas usia cakada alas,-3,0,negatif
anggota kpu betty epsilon idroos hadir luncur tahap pilih gubernur wakil gubernur sulawesi taman gor kota palu senin betty jajar kpu provinsi sulawesi,-3,0,negatif
putus perintah kpu cabut atur batas usia calon kepala daerah mulus langkah sang pangeran kontestasi pilkada rumput goyang,7,1,positif
anggota kpu idham holik narasumber dialog kawal pilkada selenggara b universe jakarta senin idham jalan demokrasi indonesia spesial milu,6,1,positif
calon presiden capres calon wakil presiden cawapres nomor urut prbaowo subianto gibran rakabuming raka menang pilih presiden pilpres hasil komisi pilih kpu rapat pleno rekapitulasi,16,1,positif
saksi live streaming sidang selisih hasil pilih anggota dpd anggota dpr ri dprd provinsi dprd kabupatenkota kamis mei wib kanal youtube kpu ri,-4,0,negatif
pilih rabu juni kpu kota padangsidimpuan rapat koordinasi pemko padangsidimpuan bpjs ketenagakerjaan kpu bawaslu aula walikota padangsidimpuan,-1,0,negatif
kpu undi nomor urut pilpres kantor kpu jalan imam bonjol menteng jakarta pusat selasa hasil paslon anies baswedanmuhaimin iskandar alias cak imin nomor urut prabowo subiantogibran rakabuming raka nomor urut,7,1,positif
komitmen kpu masarakat papua wujud pilkada aman damai all eyes on rafah,2,1,positif
presiden joko widodo tanggap putus mahkamah agung ma komisi pilih kpu cabut atur batas usia calon kepala daerah baca,6,1,positif
selasa mei kpu kabupaten kendal acara luncur pilih bupati wakil bupati kabupaten kendal halaman stadion utama kebondalem kendal acara luncur resmi maskot jingle pilbub kabupaten kendal,0,1,netral
ayo ramai saksi luncur pilih bupati wakil bupati kabupaten lampung utara luncur maskot jinglenya riah bagindas band natalia primadona pantura kiki the potters,14,1,positif
jakarta selasa lantik tpd unsur kpu orang unsur masyarakat orang lantik ambil sumpahjanji pimpin ketua dkpp hedy lugito hadir,3,1,positif
yuk saksi live luncur tahap pilih bupati wakil bupati kabupaten batu bara tahub youtube kpu batubara rabu mei wib,10,1,positif
jingle pilih gubernur wakil gubernur jawa barat suara jawa barat,0,1,netral
politik bangsat anjing main kpu loby sih plongo,-8,0,negatif
hasyim pesan anggota kpu lantik kerja pegang atur perundangundangan utama jalan tahap pilkada jajar kpu anggota kpu sekretariat,3,1,positif
bison oposisi bela rakyat ajuk angket kudeta dpr gagal gugat ptun laut tuduh kpu bawaslu curang now bujer nyinyir jokowi kasihan bison loyo kader nya badut i buja,-23,0,negatif
jingle pilkada kpu kabupaten lombok timur lets check uot humas kpu lotim id,1,1,positif
anggota kpu betty epsilon idroos august mellaz parsadaan harahap hadir giat luncur tahap pilih gubernur wakil gubernur provinsi daerah khusus jakarta monumen nasional monas jakarta sabtu,-3,0,negatif
sarang mei kpu provinsi jawa gelar rapat pleno buka hitung kursi calon pilih anggota dprd provinsi jawa milu serentak,5,1,positif
hai kpu karanganyar selenggara rapat koordinasi final peta pungut suara tps pilkada serentak aula kantor kpu karanganyar rabu mei,16,1,positif
anggota kpu mochammad afifuddin idham holik parsadaan harahap hadir sidang selisih hasil pilih phpu anggota dpr ri dpd dprd provinsi dprd kabupatenkota,-6,0,negatif
anggota kpu betty epsilon idroos hadir giat rapat kerja final peta pungut suara tps pilih gubernur wakil gubernur provinsi dki jakarta bogor selasa,5,1,positif
komisioner kpu aplikasi sirekap pilkada kpu sirekap mudah proses hitung suara madrid arsenal liga champions barca liga vini bayem mbappe,4,1,positif
kpu kabupaten garut gelar lantik ambil sumpahjanji penandatanganan pakta integritas anggota panitia pungut suara pilkada gelar hotel harmoni garut jl cipanas tarogong kaler minggu,5,1,positif
bendahara pdip jateng langkah dpd pdip jateng kirim surat kait undur enam caleg pilih dprd jateng kpu,5,1,positif
hai kpu kota sarang selamat sukses lantik anggota pps pilgub jateng pilwakot sarang,10,1,positif
lihat ketua kpu semangat tunggu milu ya allah jalan amp mudah ya allah amin ya allah,42,1,positif
komisi pilih kpu rampung rekapitulasi suara milu rabu maret nama caleg artis prediksi lolos senayan aman kursi dpr ri mayoritas artis lolos anggota dpr ri periode debut,2,1,positif
anggota kpu mochammad afifuddin idham holik yulianto sudrajat betty epsilon idroos hadir sidang selisih hasil pilih phpu anggota dpr ri dpd dprd provinsi dprd kabupatenkota agenda,-6,0,negatif
anggota kpu idham holik hadir arah luncur tahap pilih gubernur wakil gubernur malu utara lapang ngara lamo salero ternate malu utara sabtu,5,1,positif
anggota kpu idham holik hadir luncur pilih gubernur wakil gubernur jawa barat kota bandung senin sambut idham terima kasih sebesarbesarnya kpu provinsi jawa barat,2,1,positif
kunjung kerja anggota kpu mochammad afifuddin provinsi papua isi giat arah tutup rapat koordinasi laksana tahap pilih kepala daerah wilayah papua jayapura sabtu,3,1,positif
pilih kpu kabupaten sleman laksana upacara lahir pancasila sabtu halaman kantor kpu kabupaten sleman wib,1,1,positif
dengar terang saksiahli periksa sah alat bukti ruang sidang jakarta selasa sidang panel panel perkara wilayah provinsi riau panel perkara wilayah provinsi malu,-11,0,negatif
maaf kpu tps salah input suara caprescawapres,0,1,netral
ptsn paham tahap daftar calon kada jalan langsung terap pilkada perludem nilai putus ditindaklanjuti kpu pilkada,9,1,positif
komitmen kpu masyarakat papua wujud pilkada aman damai,2,1,positif
ketua kpu kabupaten blora resmi lantik panitia pungut suara pps pilih pilkada camat kabupaten blora minggu,8,1,positif
saksi live streaming sidang selisih hasil pilih anggota dpd anggota dpr ri dprd provinsi dprd kabupatenkota selasa mei wib kanal youtube kpu ri tinggal ya,1,1,positif
ketua kpu hasyim asyari anggota kpu yulianto sudrajat hadir sesi arah bekal tim periksa daerah tpd ganti periode jakarta selasa,-3,0,negatif
kpu kabupaten banyumas laksana lantik ambil sumpahjanji penandatanganan pakta integritas panitia pungut suara pps pilkada senin,3,1,positif
kpu kabupaten sleman laksana lantik anggota panitia pungut suara pps pilih bupati wakil bupati sleman minggu wib the alana yogyakarta hotel amp convention center,4,1,positif
wacana milu undur tolak demokrasi amputasi kuasa duga jokowi amp pdip milu laksana gubernur amp bupati wali kota plt asntnipolri laku manipulasi milu sistemik,-2,0,negatif
komisi pilih provinsi pulau riau selamat lahir pancasila pancasila jiwa bangsa tuju indonesia emas juni,12,1,positif
ketua kpu provinsi sultra asril tindak inspektur upacara lahir pancasila lingkung kpu provinsi sultra kpu kota kendari tanggal juni upacara kpu kabupatenkota sesultra,-2,0,negatif
kpu sulsel laksana rapat koordinasi pertanggungjawaban barang amp jasa milu senin sekretaris kpu sulsel muhammad adnan tahir kpu kabkota evaluasi barang amp jasa milu,10,1,positif
anggota kpu betty epsilon idroos hadir narasumber dialog publik wujud pilkada integritas demokratis sulawesi gelar kpu provinsi sulawesi kota palu senin,3,1,positif
sarang mei kpu provinsi jawa hadir luncur maskot jingle pilih walikota wakil walikota sarang,0,1,netral
agenda dengar terang saksiahli periksa sah alat bukti ruang sidang jakarta senin,-6,0,negatif
anggota kpu betty epsilon idroos hadir luncur tahap pilih gubernur wakil gubernur provinsi malu kota ambon rabu,-2,0,negatif
ngegibran kosa valid lu artik arti ngegibran berita anakanak muda gibran banget lu kpu ubah format debat pilpres debat khusus cawapres,2,1,positif
kpu laku harmonisasi rancang atur kpu calon pilkada susul putus ubah batas usia calon kepala daerah,7,1,positif
gp gp kalah curang,-9,0,negatif
ketua kpu hasyim asy ari anggota kpu mochammad afifuddin yulianto sudrajat betty epsilon idroos hadir sidang selisih hasil pilih phpu anggota dpr ri dpd dprd provinsi dprd kabupatenkota,-6,0,negatif
undur enam caleg pilih dprd jateng kpu sistem komandante atur internal pdip,-2,0,negatif
nobar amp diskusi film dirty election proses formal pilih presiden menang kpu april substansi milu selesai sisa gudang milu,7,1,positif
prabowo dukung darah darah kpu bawaslu prabowo dukung dukung prabowo ummat islam dukung prabowo berkianat gabung jokowi,23,1,positif
taktik milu low politics balut citra gemoy lagu oke gas prabowo gibran pas viral pasang prabowogibran maju milu dasar hasil kpu pasang hasil raup juta suara total suara,25,1,positif
anggota kpu idham holik laku kunjung kerja kantor kpu kota ternate malu utara sabtu kunjung laku idham monitor sarana prasarana kantor kpu kota ternate hadir luncur pilkada,10,1,positif
refly harun kpu abai putus batas usia cakada alas,-3,0,negatif
resmi kpu hasil pilih legislatif hasil partai nyata lolos dpr raih total suara partai pdip golkar gerindra pkb partai demokrat pks nasdem,10,1,positif
eks timses jokowi ketua seleksi anggota kpu muncul duga rekayasa milu rancang,-2,0,negatif
perludem kpu tindak putus usia calon kepala daerah,3,1,positif
kpu hapus batas usia calon kepala daerah politis pdip ambisi keluarga,2,1,positif
halo komisi pilih kpu provinsi jawa timur terima kunjung kerja studi tiru laku biro administrasi sekretariat daerah provinsi sumatera barat wartawan peduli hoaks sumatera barat kpu sumbar rabu mei,17,1,positif
pekan jelang luncur tahap pilkada kabupaten magetan kpu kabupaten magetan gelar rapat koordinasi stakeholder selasa aula jalak lawu kpu kabupaten magetan lengkap,9,1,positif
plan a jokowi periode mpr gagal plan b milu pilpres geser kpu on process lawan,-2,0,negatif
hahahah kpu ubah format debat pilpres debat khusus cawapres,6,1,positif
kunjung kerja anggota kpu idham holik provinsi malu utara isi arah luring daring jajar kpu provinsi kabupatenkota semalu utara kantor kpu provinsi malu utara sabtu,9,1,positif
putus sirekap pilkada sila kpu lihat kacau bikin gaduh pileg ketua komisi ii dpr ri ahmad dol kurnia,13,1,positif
periksa sah alat bukti ruang sidang jakarta jumat sidang panel panel perkara wilayah provinsi papua gunung panel perkara wilayah provinsi papua,-15,0,negatif
hai hasil seleksi calon anggota panitia pungut suara pps pilkada serentak kabupaten bondowoso lengkap kunjung,16,1,positif
sabtu juni kpu kabupaten magetan gelar upacara lahir pancasila halaman kantor kpu kabupaten magetan lengkap,7,1,positif
selenggara milu sukses lancar tertib kpu kerja hasil dukung pemprov jawa barat kapolda jawa barat pangdam iii siliwangi jajar,23,1,positif
massa papua bakar ratus kotak suara kpu pergok hilang formulir c,-2,0,negatif
aksi kpu henti hitung suara manual patut curiga,4,1,positif
kenal maskot katura jingle pilkada papua serah menang maskot jingle hadir ketua anggota sekretaris kpu provinsi papua ketua anggota sekretaris kabkota papua,5,1,positif
calon orang serah syarat dukung pilkada dasar putus kpu no pedoman teknis penuh syarat dukung pasang calon orang pilkada mei induk atur kpu no,21,1,positif
kpu kota binjai laksana seleksi wawancara calon anggota pps pilkada serentak kantor kpu kota binjai selasa sd jumat id sumut,3,1,positif
hai kpu kabupaten karanganyar selamat sukses lantik pps panitia pungut suara kabupaten karanganyar pilkada serentak selenggara minggu mei mabes convention centre karanganyar,25,1,positif
kpu jatim hadir damping kpu mohon sidang perkara selisih hasil milu anggota dpr dpd dprd provinsi dprd kabupatenkota gedung mahkamah konstitusi jakarta kamis mei,-5,0,negatif
kpu provinsi jawa selamat lantik pps pilih gubernur wakil gubernur bupati wakil bupati walikota wakil walikota jawa,6,1,positif
lucu nye milu pilih rakyat menang prabowo salah kpu demo jokowi dasar anak abah kubu janggar,-2,0,negatif
komisi pilih kpu kabupaten lombok timur laksana giat apel rutin pagi kpu kabupaten lombok timur senin mei id,2,1,positif
saksi live streaming sidang selisih hasil pilih anggota dpd anggota dpr ri dprd provinsi dprd kabupatenkota rabu mei wib kanal youtube kpu ri,-4,0,negatif
komisi pilih kota padangsidimpuan laksana giat serah hadiah lomba maskot jingle pilih walikota wakil walikota padangsidimpuan tanggal mei aula kantor komisi pilih kota padangsidimpuan,0,1,netral
breaking news kpu resmi prabowo subianto gibran rakabuming raka presiden wakil presiden pilih indonesia,6,1,positif
saksi live streaming lantik calon anggota kpu kabupatenkota kabupatenkota provinsi malu utara periode selasa mei wib kanal youtube kpu ri,6,1,positif
hotel aston imperial bekas kpu kota bekas laksana giat rapat koordinasi peta pungut suara tps pilih walikota wakil walikota bekas rabukamis sd mei,14,1,positif
sore dialog netralitas aparat pilpres fakta janggal kait pasang cctv koneksi kpu polres jawa timur,-2,0,negatif
kpu raih harga perintah terap sistem perintah basis elektronik kategori lembaga perintah digital government award spbe summit,-2,0,negatif
mahkamah agung kabul mohon hak uji materi mohon ketua partai garuda ahmad ridha sabana uji materi hadap kpu laku kait atur batas minimal usia calon gubernur wakil gubernur baca,5,1,positif
periksa sah alat bukti ruang sidang jakarta kamis sidang panel panel perkara wilayah provinsi sulawesi barat pulau riau sumatera utara panel perkara wilayah provinsi yogyakarta,-17,0,negatif
maskot pilih gubernur wakil gubernur jawa barat,-2,0,negatif
ketua kpu ri hasyim asyari tempuh antisipasi layan pilih pungut suara pilkada november alamat domisili yuridis cantum ktp champions league kiky liga syarifah salma,9,1,positif
lanjur klaim menang tim prabowo tegang suara real count kpu,9,1,positif
cepat transformasi ekonomi inklusif gelar baintelkam polri jakarta rabu papar hasyim tahap jadwal pilkada serentak tahap susun atur selenggara pilkada,13,1,positif
kpu kabupaten lawang laksana rapat koordinasi mutakhir data pilih pilkada serentak kabupaten lawang kantor kpu kabupaten lawang tanggal sabtu mei,0,1,netral
kabul gugat partai garuda perintah kpu cabut atur batas usia kepala daerah,-4,0,negatif
lomba cipta maskot pilkada probolinggo rangka kenal sosialisasi pilih bupati wakil bupati kabupaten probolinggo kpu kabupaten probolinggo lomba cipta maskot pilkada probolinggo,1,1,positif
salatiga mei kpu jawa hadir acara harmoni demokrasi salatiga selenggara kpu kota salatiga,4,1,positif
segenap keluarga kpu provinsi jawa barat selamat sukses emban tugas panitia pungut suara pps pilih kepala daerah serentak nasional provinsi jawa barat lantik serentak,25,1,positif
pimpin lokal pilih mekanisme pilkada profesional penuh integritas betty kpu butuh dukung stakeholder sinergitas komunikasi,-1,0,negatif
hai kpu kabupaten bojonegoro lantik anggota panitia pungut suara pps minggu mei gor utama bojonegoro,8,1,positif
fahami pura milu pilkada pilbup pilgubpilpres menang pesan oligarki kapitalis oknum aparat hianat lembaga survei quick count tayang tv mkpun sidang gugat pura pura id ri,4,1,positif
kpu kabupaten sleman laksana bimbing teknis anggota panitia pungut suara pps pilih bupati wakil bupati sleman selasa wib indoluxe hotel jogjakarta,4,1,positif
paham nepotisme praktik bahaya adil percaya baca gtgt,4,1,positif
siapsiap sappo gelembung suara jilid kpu pakai sirekap pilkada serentak,0,1,netral
agenda dengar terang saksiahli periksa sah alat bukti ruang sidang jakarta rabu sidang panel panel perkara wilayah provinsi papua selatan kalimantan selatan,-9,0,negatif
kpu coret nama aldi taher daftar caleg dprd dki,3,1,positif
informasi lapang temanteman wni malaysia milu dapil negerimalaysia brutal coblos surat suara via pos ksk libat oknum kbri kjri selenggara awas milu ln brutal milu id ri,4,1,positif
ketua dkpp heddy lugito panggil sopir ketua kpk kait duga asusila terahdap anggota ppln,-5,0,negatif
kpu larang exit poll quick count milu negeri khawatir pengaruh pilih tanah air,-2,0,negatif
megawati singgung buruk milu kpu bawaslu sunyi,-3,0,negatif
kpu dki coklit data pilih pilkada jakarta juni,-5,0,negatif
gue sih egp negara anak cucu gue kuasa,0,1,netral
kendal mei anggota kpu provinsi jawa basmar perianto amron hadir acara luncur pilih bupati wakil bupati kendal gelar selasa stadion utama kebondalem kabupaten kendal,-1,0,negatif
jalan lancar sebar luas informasi pilkada,9,1,positif
kpu laku peta tps jumat hadap pilih gubernur wakil gubernur jawa timur pilih bupati wakil bupati probolinggo komisi pilih kpu kabupaten probolinggo laku,-1,0,negatif
hai kpu jatim calon pilih anggota dprd provinsi jawa timur periode yuk lengkap link,4,1,positif
pilpres junjung maju sekian kali lawan bikin kpu bawaslu ketua kpu ketua bawaslu menang,3,1,positif
anggota komisi pilih kpu ri idham holik jakarta selasa sirekap pilkada serentak laku buka publik madrid arsenal liga champions barca liga vini bayem mbappe,4,1,positif
periksa duga asusila hasyim asyari rembet pegawai kpu,-4,0,negatif
nasdem bayar konsumsi kerah massa kpu pakai duit haram kementan,1,1,positif
kpu dki jakarta pilih macan mayor alias mayor maskot pilkada dki jakarta,-2,0,negatif
ketua kpu ri marah duga asusila umbar publik hasyim mesti tutup,-15,0,negatif
proses phpu selesai calon pilih anggota legislatif idham sukses selenggara pilkada partisipasi pilih,5,1,positif
apasih putus nomor phum ubah hitung usia calon kepala daerah kpu ubah atur batas usia calon gubernur kaesang maju pilkada jakarta,1,1,positif
duga leceh seksual ketua kpu ri ulang perludem nilai sanksi dkpp efek jera,3,1,positif
website id down akses real count paksa mempercayai hasil quick count rupa sample real vote hmmm,6,1,positif
citra buruk kipp harap dkpp pecat ketua kpu,-5,0,negatif
momen luncur rupa tahap informasi masyarakat kpu provinsi dki jakarta layan hak pilih masyarakat pilkada laksana tanggal november,1,1,positif
situs kpu hitung suara rekapitulasi hasil hitung suara november sd desember selisih usul sah angkat calon pilih januari sih,8,1,positif
kontroversi hasyim asyari ketua kpu jerat rumor asusila,-14,0,negatif
tonton sidang phpu lihat konsisten lemah wakil perempuan milu lupa sejarah wakil perempuan milu lemah institusi demokrasi kpu,11,1,positif
kpu lantik anggota kpu kabupatenkota kabupatenkota provinsi malu utara periode kantor kpu selasa simak lengkap video ya,11,1,positif
prabowo subianto dasar hasil rekapitulasi kpu pasang prabowogibran unggul provinsi prabowogibran hasil suara sah total suara sah nasional,14,1,positif
informasi milu buka upaya tingkat partisipasi percaya publik terap selenggara pilkada harap hasil pilih akuntabel transparan,22,1,positif
urus ma bentar anak raja ndeso susul abang treak anak jabat proyek sih ndeso jatah jabat bokapnya bngkee,-9,0,negatif
breaking kpu menang pilpres buka puasa,5,1,positif
koalisi pangandaran maju partai pilbup pangandaran,0,1,netral
megawati singgung buruk milu kpu bawaslu sunyi,-3,0,negatif
malam yuk berpartipasi seleksi calon anggota kpu kabupatenkota kabupatenkota provinsi jawa timur periode cek uji layak patut,2,1,positif
laku luncur maskot jingle pilkada provinsi malu hadir pj gubernur malu ir sadali ie forkopimda provinsi malu ketua kpu provinsi malu m shaddek fuad,10,1,positif
periksa duga asusila hasyim asyari rembet pegawai kpu,-4,0,negatif
hasil modal sosial songsong sukses selenggara pilkada selenggara november idham selenggara pilkada jawa barat role model laksana demokrasi elektoral,22,1,positif
diskusi publik jamin buka informasi tangan disinformasi pilkada serentak bicara betty epsilon idroos kpu ri lolly suhenty bawaslu ri khoirunnisa n agustyati perludem anwar razak kopel indonesia link streaming,4,1,positif
lihat sepak terjang kpu selenggara pilpres penuh kontroversi amp sisa banget ragu selenggara pilkada rupa jatuh x jebak,-3,0,negatif
serba serbi milu recap jenis drama kalang tweet update besok a thread,-4,0,negatif
serbaserbi selamat prabowogibran,8,1,positif
lapor warga surat suara coblos fakta amp bukti curang quick count ambisi menang curang,-4,0,negatif
serba serbi golput milu a threas,0,1,netral
ya allah ikan turun ketua kpu ri bawaslu amanah selenggara milu ya allah laknat amp azab kpu bawaslu adil jalan tugas negara amin ya robbal,27,1,positif
iya milu hibur,0,1,netral
dear pilih aceh anggap kau berani,0,1,netral
serbaserbi momen lucu indonesia btw selamat prabowogibran a thread,11,1,positif
forum silaturahim saksi pks milu sukses gelar rajeg,12,1,positif
