created_at,username,full_text,indoBert Classification,indoBERT Classification score
Thu Jan 25 12:12:20 +0000 2024,KPU_ID,hampir impas atau sebanding dengan kertas yang digunakan dalam pemilu turut hadir perwakilan kemendagri kemensetneg bpjs dan perwakilan muri serta jajaran pejabat eselon i ii jajaran setjen kpu tenaga ahli,netral,0.9943912625312805
Thu Jan 25 13:23:54 +0000 2024,srchwinter,disuruh nyanyi jinggle pemilu yang dihafal cuman indonesia,negatif,0.9794452786445618
Thu Jan 25 12:27:48 +0000 2024,deeesoul,aku mau beroposisi sama ortuku di pemilu tahun ini,netral,0.7779490947723389
Thu Jan 25 11:18:54 +0000 2024,ZainZaidElFikri,yang sudah pasti ppn naik jadi pajak motor naik utang negara bertambah jadi t sapi indonesia kena pmk bisnis luhut menggurita polusi jakarta tidak sudah solusi subsidi dikurangi jabodetabekpunjur tidak ada pemilu dikuasai gibran utang lagi buat food estat,negatif,0.9877550005912781
Thu Jan 25 10:46:18 +0000 2024,MhParuhumS,reformasi menumbangkan orba pemilu menumbangkan ordal,netral,0.8781967163085938
Thu Jan 25 10:21:34 +0000 2024,Ipaahu,cak imin itu tinggal menunggu waktu saja dan kemungkinan habis pemilu cak imin menyusul anak buahnya masuk penjara kpk begitu juga wan angin bisa masuk penjara kasus formula e dan indikasi koruspi kasus anggaran ngawur saat dia jadi gubenur jakarta,negatif,0.9040793776512146
Thu Jan 25 09:47:15 +0000 2024,miskochak,gue sih lega kalau makan siang susu gratis dibatalkan ayo masih ada waktu sebelum pemilu,negatif,0.8144304156303406
Thu Jan 25 10:49:11 +0000 2024,MNKholizt,habis menonton pidionya bang pandji jadi ada feeling kalo pemilu kali ini tidak bakalan jujur dan transparan yakk tapi tetap harus nyobloossss eemmm,positif,0.8079785108566284
Thu Jan 25 10:34:23 +0000 2024,riandyputra,pemilu bukan untuk memilih yang terbaik tetapi untuk mencegah yang terburuk berkuasa,negatif,0.9837906956672668
Thu Jan 25 09:11:23 +0000 2024,gitskimassie,pemilu adalah kesempatan bagi rakyat untuk memilih siapa pemimpin yang paling tepat untuk tahun mendatang bukan karena politik uang,netral,0.9100121259689331
Thu Jan 25 10:52:54 +0000 2024,KPU_ID,dan rekor penanaman bibit pohon terbanyak secara serentak oleh anggota penyelenggara pemilu terbanyak,netral,0.9433879256248474
Thu Jan 25 09:52:39 +0000 2024,cimi_0,plottwistnya artisartis yang dibayar jadi pendukung pas hari h pemilu milihnya lain,negatif,0.9183726906776428
Thu Jan 25 11:33:53 +0000 2024,Baball__,diajak jadi saksi pemilu ambil tidak ya,negatif,0.8231942653656006
Thu Jan 25 10:33:51 +0000 2024,qwerty_cch,moots ku atau siapapun ada yang pernah jadi saksi buat pemilu mau tanya tanya dong,netral,0.9631823301315308
Thu Jan 25 10:24:41 +0000 2024,prkdlkntg,tau nggak tadi aku habis ditanyain orang nanti pemilu memilih siapa aku jawab haha masih bingung pak antara atau eh dia dengan bangga nya jawab prabowo katanya visi misi nya bagus waahhh anjir banget visi misi apaan mau mengumpat tapi tenaga habis aku lelah sebelum debat,negatif,0.9529697895050049
Thu Jan 25 10:05:09 +0000 2024,dewimy_,makin bingung besok pemilu pilih siapa kalau masih kuliah pasti ini kita sudah bikin forum di kelas buat bahas masih calon,negatif,0.9871172308921814
Thu Jan 25 10:22:46 +0000 2024,fransharahap,pemilu kali ini terlalu banyak bangsatnya semua aturan ditabrak sesuka hatiyg membingungkan kaum intelektualnya kemana mahasiswa kemana aktivis demokrasi kemana,negatif,0.9978311657905579
Thu Jan 25 11:15:27 +0000 2024,Hiroyuki_ree,gue kan petugas kpps nah tadi ada simulasi pemilu sekecamatan terus akhirnya gue merasai apa itu love at first sight cuyyyy benarbenar yang baru sekali lihat jantung gue langsung terjun ke jurang attractive banget semoga bisa ketemu lagi mas kacamata,positif,0.858533501625061
Thu Jan 25 09:48:16 +0000 2024,fathor1012,benaran baru kali ini imam mahdi dan malaikat jibril dikaitkan sama pemilupilitik astaga,negatif,0.9265425801277161
Thu Jan 25 11:16:34 +0000 2024,Dolwia,akun tiktok gua jadi akun yang sering rt video dulu sampai kelar pemilu,netral,0.9620698094367981
Thu Jan 25 10:44:46 +0000 2024,aleeykah,duh tidak sabar pemilu kelar biar baliho sepanjang jalan segera dicopot,negatif,0.9915984869003296
Thu Jan 25 10:37:14 +0000 2024,jenggotmartinez,terpaksa harus batal itu agenda buat ke berlangsungan pemilu negara polandia,negatif,0.611391007900238
Thu Jan 25 10:56:49 +0000 2024,anaktaynew,event photobooth cmth tidak ada yang sampai habis pemilu kh,netral,0.6161167621612549
Thu Jan 25 08:04:36 +0000 2024,tyongnicorn,imo kayaknya kemarin member banyak yang fotofoto city view jakarta tapiii sampah visualnya pemilu tidak ngotak anjrit,negatif,0.9929869771003723
Thu Jan 25 09:10:20 +0000 2024,nines_xyv,bisa tidak sih tl gue sehari saja tidak lewat soal politik pemilu nanti gue lamalama enek anjir lihatnya padahal gue sudah coba mute beberapa kata tetap saja masih ada yang bisa lewat bukan karena gue mau golput atau apa gue capek lihat orngorng saling kritikhate speech,negatif,0.9948666095733643
Thu Jan 25 06:56:23 +0000 2024,DyahGulzar,aliong jadi sakit banget ingat pemilu,negatif,0.9980642199516296
Thu Jan 25 08:36:56 +0000 2024,nebnobzz,info stiker wa tema pemilu,netral,0.9971736669540405
Thu Jan 25 07:42:25 +0000 2024,RAMDANAzhariNur,kalau dulu ada wacana kontestan sajadan itu tidak dapat terealisasi maka semakin mendekati hari h pemilu kembali didorong terbentuk hanya ada kubu sajayakni kubu rakyat yang ingin perubahan ke era yang lebih baik versus kubu status quo boleh tidak disimpulkan begitu,negatif,0.9482228755950928
Thu Jan 25 09:09:55 +0000 2024,stomiebgr,wuakakakak gua hapal jingle pemilu,positif,0.9773610830307007
Thu Jan 25 07:46:17 +0000 2024,iyajidaan,selamat ya fisip onglen sampai pemilu,positif,0.8293988704681396
Thu Jan 25 07:30:49 +0000 2024,ganewdp,sehubungan dengan sudah confirm saya akan pulang ke bekazi saatnya memikirkan rencana kabur kemana feb supaya tidak dipaksa nyoblos pemilu sama ibu,netral,0.6551659107208252
Thu Jan 25 08:22:32 +0000 2024,Mayla_iskandar,pemilu ini aku gaperlu mengasih edukasi apapun ke orang tua karena mereka sendiri yang rajin lihat diskusi debat dan berita,negatif,0.8236614465713501
Thu Jan 25 07:45:48 +0000 2024,halfaexa,pemilu entar jelas golput wong tidak diliburin wkwkwkwkwkkekekekwkkwkwkwkekwkwkkekekekekekekekkekekekwkksks,negatif,0.961892306804657
Thu Jan 25 07:36:14 +0000 2024,ageng_yudha,kursi kursi kursi itu kursi yang disabet gerindra dalam pemilu jadi debutan langsung lolos pt dua pemilu setelahnya masuk top selama masih bisa jualan prabowo suara gerindra kayaknya akan selalu tinggi prabowo habis ya gerindra bisa senasib sama demokrat,positif,0.9753790497779846
Thu Jan 25 08:10:46 +0000 2024,kalengredbull,fuck pemilu tanggal jadwal gue padat menunggu rilis mobil baru mercedes sama mclaren,netral,0.9887447357177734
Thu Jan 25 08:00:58 +0000 2024,Toviq7,satu putaran hemat biaya memang pemilu itu makek uang ayahmu,negatif,0.9096271395683289
Thu Jan 25 06:33:08 +0000 2024,keela_prik,ada banyak alasan kenapa dulu pemilu bukan untuk remaja tahun salah satunya labil asf emotional unstability,netral,0.9342294931411743
Thu Jan 25 08:53:03 +0000 2024,bandarantariksa,aku tidak bisa ikut pemilu di doha karena lagi di amsterdam tanggal bisa tidak sih nyoblosnya di amsterdam tidak bisa ya,negatif,0.9119890928268433
Thu Jan 25 07:58:34 +0000 2024,lilbead96,ini pemilu terngeri menurutku tapi sebagai rakyat kecil pasrah pun nang gusti yesus apapun yang terjadi terjadilah aku sudah menjadi wni yang baik dan tidak golput,positif,0.8931538462638855
Thu Jan 25 06:28:53 +0000 2024,oddlic,sorry ya tl gue terlalu random plus banyak politiknya skrg entar kalo sudah beres pemilu juga akun gue balik lagi ke semula biasanya gue pakai akun sebelah cuma algoritmanya tidak nyusun kayak acc ini jadi gue mls gunta ganti akun,negatif,0.9861814379692078
Thu Jan 25 04:11:12 +0000 2024,maccgeeato,apa gue nanti pemilu coblos ahjussi itu ya tapi dia partainya kuning jaksel banyak banget artis calegnya,negatif,0.9937402009963989
Thu Jan 25 06:01:10 +0000 2024,tasyabenedikta,designated survivor days sedikit banyak membantu dikala hiruk pikuk pemilu yang antah berantah ini,positif,0.9247797727584839
Thu Jan 25 05:43:33 +0000 2024,abd_ilmi,wes tidak usah pemilu pemilu an cok malah ngentek ngentekno duek langsung dilantik saja wong wes mengerti seng menang sopo,negatif,0.9939343333244324
Thu Jan 25 05:38:08 +0000 2024,excelindokrisna,jika sesuai tupoksi seharusnya yang dilakukan adalah melaksanakan pemilu digital dengan menyelenggarakan pemungutan suara elektronik evoting sehingga mengurangi penggunaan kertas untuk surat suara dan administrasi lain secara signifikan,netral,0.8492745757102966
Thu Jan 25 05:07:05 +0000 2024,elvermoure,gue sudah dapat pilihan capres yang mau gue pilih waktu pemilu nanti,netral,0.9591707587242126
Thu Jan 25 04:21:52 +0000 2024,demstelle,pemilu buat apasi mending langsung lantik saja,negatif,0.99191814661026
Thu Jan 25 05:25:13 +0000 2024,ocehangadismuda,baliho pemilu sudah jadi landmark di jalanan,positif,0.6472626328468323
Thu Jan 25 05:21:29 +0000 2024,lamourdemavie97,masih teringat habis pemilu masih ada proses protesprotes hasil pemilu ke mk ya allah cepatlah berlalu ini pemilunya cape wkwkwk,negatif,0.9975560903549194
Thu Jan 25 06:16:28 +0000 2024,enthraliz,agenda ke depan kalo yang kepilih prabowo terus pemerintahan makin hancur saatnya mengolokngolok yang pro prabowo waktu pemilu,negatif,0.9967212080955505
Thu Jan 25 05:48:22 +0000 2024,myxcvz,baru kali ini aku merasa suaraku untuk pemilu sangat berharga dan selalu ada ketakutan jika indonesia di pimpin oleh manusia dzolim ya allah lindungi negara kami tercinta dari pemimpin yang dzolim,negatif,0.5098349452018738
Thu Jan 25 05:58:56 +0000 2024,barbut_,fellow jaktim kindly kasih saran siapa caleg yang harus dipilih di pemilu nanti,netral,0.9974038004875183
Thu Jan 25 04:36:43 +0000 2024,psypuy,tidak menyangka wkwk di umur tahun ini pertama ikut pemilu malah ikutan kampanye juga pffttt gapapa soalnya buat apa anies apa sih yang enggak apalagi cak imin yeakh,positif,0.6349906921386719
Thu Jan 25 06:12:55 +0000 2024,frenk1edejongg,ini kalo gue tidak dukung anies gue jadi murtad kah gara tidak mengikuti perintah malaikat jibril ya allah ada saja pemilu kali ini baru kali ini malaikat jibril ikut kampanye keren banget,positif,0.7145977020263672
Thu Jan 25 05:55:07 +0000 2024,ekaditya,survey bagus hasil pemilu jeblok siap kartu curang,negatif,0.9967948794364929
Thu Jan 25 05:10:30 +0000 2024,dateunderbook,beberapa hal yang bikin tidak suka pemilu mencari suara dengan segala cara suara orang sama rata tanpa lihat orangnya informasi terlalu sedikit kepentingan banyak disembunyikan lawan dan kawan bagaikan membalikkan telapak tangan dan masih banyak syubhat lainnya,negatif,0.9730361700057983
Thu Jan 25 05:16:14 +0000 2024,jaelovvu,eh masa gua pengin jadi saksi pemilu tidak bisa anjir katanya sudah dipilih dari bulan yang lalu dan itu cowok semua kamprettt,negatif,0.9963900446891785
Thu Jan 25 05:40:30 +0000 2024,arvinwsha,pengin cepat beres kampanye dan pemilu ini bukannya makin maju otak otak orang indonesia tapi di kolom komen kerjanya gelut terus sesama bangsa indonesia hadeh,negatif,0.9969084858894348
Thu Jan 25 05:59:48 +0000 2024,stoberikids,asekkk fisip onlen sampai habis pemilu,negatif,0.9918392300605774
Thu Jan 25 06:07:06 +0000 2024,cvby_ami,menjelang pemilu tl panas banget mending kita followamp jb jb akun kucing yang tidak ikutikutan politik,negatif,0.9976382255554199
Thu Jan 25 02:52:25 +0000 2024,SemenjanaPG,pemilu lalu kita tahu siapa yang sampai jauhjauh presentasi ke amerika cari dukungan sekarang sudah sadar itu keliru sadar bahwa kedaulatan negara dipertaruhkan dengan cara seperti itu eh malah kini ada yang pakai cara tersebut kebetulan pihak itu mempersoalkan hilirisasi ytta,negatif,0.9826416373252869
Thu Jan 25 02:46:07 +0000 2024,gzenuine,jaman pemilu jaman sulit,negatif,0.9965071082115173
Thu Jan 25 03:16:05 +0000 2024,hesooglobin,bisa tidak pemilu vote nya pakai tiket mulung nya pakai menonton ads i feel hopeless for this country,netral,0.499884694814682
Thu Jan 25 02:52:11 +0000 2024,ncancn,tidak hafal jingle pemilu wkwk maaf,negatif,0.9968609809875488
Thu Jan 25 03:54:22 +0000 2024,puffyshr0oms,gue butuh kuliah sebelum pemilu soalnya pengin tau pendapat dosen dosen terkait pemilu pada periode ini,netral,0.9915441274642944
Thu Jan 25 03:47:46 +0000 2024,baskoropanji,semoga yang all ini sadar pemilu tahun ini brutal banget,negatif,0.9978641867637634
Thu Jan 25 03:15:55 +0000 2024,cuppkisses,bagaimana sih rasanya nyoblos pas pemilu gue deh kagak pernah ke tps bjirr,negatif,0.9907265901565552
Thu Jan 25 03:18:53 +0000 2024,mametkeren,jijik sama pemilu p,negatif,0.9977479577064514
Thu Jan 25 02:32:44 +0000 2024,pnutbutterjeno,memang tidak bisa ya kalo mau memilih di pemilu besok tapi lagi tidak di domisili ktp datang ke tps terdekat bawa ktp saja,negatif,0.7162268757820129
Thu Jan 25 03:48:30 +0000 2024,apipajeri,perasaan pemilu tidak sebanyak sekarang balihonya dibanding,negatif,0.9699796438217163
Thu Jan 25 03:22:48 +0000 2024,akreanlee,teman gue pelantikan kpps tapi nanem pohon maksudnya biar pemilu adem kah,negatif,0.9712443351745605
Thu Jan 25 04:09:30 +0000 2024,teddyrockee,jokowi ngendorse mending tidak usah pemilu ler,negatif,0.9970441460609436
Thu Jan 25 03:07:44 +0000 2024,ramdanmulyaa,pemilu paling brutal di pasca reformasi dimans demokrasi dibalut sedemikian rupa sehingga yang nyuruh netral pun tidak netral penyenggra ikut memuluskan ini soal bangsa bukan soal ketua partai dan anak presiden para pakar hukum dan politik bungkam hanya kerena ambisi jabatan,negatif,0.9939550757408142
Thu Jan 25 03:41:21 +0000 2024,schuuderia,pemilu sekarang brutal banget anjir,negatif,0.9981397390365601
Thu Jan 25 02:35:56 +0000 2024,Ardi_ramdani41,pemilu paling najis,negatif,0.9976385831832886
Thu Jan 25 04:09:20 +0000 2024,ahmed_kowi,apa boleh presiden kampanye secara hukum normatif dalam uu pemilu presiden boleh diikutsertakan untuk kampanye dan punya hak untuk melakukan kampanye pasal jo pasal uu pemilu,netral,0.9213369488716125
Thu Jan 25 01:38:20 +0000 2024,RoarrMayzie,ini orang tua benaran mau aku stay sampai pemilu tapi deh ada acara tanggal di solo bagaimana dong huhuhuhuh,negatif,0.9893913269042969
Thu Jan 25 02:42:06 +0000 2024,joehelmiy,jika kalah sepertinya putra mahkota jokowi akan kesulitan dalam pemilu berikutnya citra anakanaknya tidak sekuat jokowi lagipula mereka mengecewakan pdip dan pendukung rasionalnya mau gedein psi gws deh mungkin bisa asal cukong terusterusan mendanai,negatif,0.9963861703872681
Thu Jan 25 03:33:02 +0000 2024,Trex_jinnie,dicari juga faktafakta yang beredar ngebul deh itu otak pemilu ini bakal menentukan nasib indonesia kedepannya jangan lupa doa sama tuhan masih mau dikasih pemimpin yang terbaik yang bisa mimpin negeri ini dengan adil,positif,0.9448735117912292
Thu Jan 25 01:31:41 +0000 2024,IpangSwastika,setuju banget pemilu sebelumnya golput tapi pemilu sekarang mau datang ke tps karena digerakkan rasa marah lihat kelakuan rezim paling kacrut setelah reformasi,negatif,0.9974244832992554
Thu Jan 25 00:09:20 +0000 2024,Vivittts,lama amat pemilu tidak kelar,negatif,0.9976212382316589
Wed Jan 24 23:43:57 +0000 2024,med__81,tolong ya kalo nanti ada pemilu jangan kasih tau bapak itu repot satu indonesia dibuatnya,negatif,0.9959492683410645
Thu Jan 25 00:35:02 +0000 2024,dermanjanner,mujani pemilu brutal awalnya menyatakan akan netral dan berikutnya mengatakan boleh dukung paslon tertentu mancla mancle satu cth perubahan skp dalam waktu yang sangat cepat dan ada banyak cth lainnya ini akan jadi sejarah yang kelam masa jokowi memimpin,negatif,0.8004704117774963
Thu Jan 25 01:14:13 +0000 2024,MhParuhumS,presiden indonesia ituselain sebagai kepala pemerintahan juga sebagai kepala negara sebagai kepala pemerintahan sah saja dia tidak netral dalam pemilu tetapi sebagai kepala negara dia harus netral dalam pemilu,negatif,0.5868309736251831
Wed Jan 24 23:44:57 +0000 2024,muszhrum,kok pemilu kali ini kayak bowo vs anis gnjar ya,negatif,0.9774737358093262
Thu Jan 25 00:23:31 +0000 2024,Diayanglain_,merasa takut banget sama pemilu kali ini,negatif,0.996268093585968
Wed Jan 24 20:20:25 +0000 2024,jiminieshine,tl gue nasty banget penuh propaganda pemilu saling menjatuhkan padahal ini akun fangirl hedewwh,negatif,0.9961987137794495
Wed Jan 24 23:35:40 +0000 2024,zeulprikii,cooo aku nangisin pemilu,negatif,0.9972479939460754
Thu Jan 25 00:08:38 +0000 2024,Pe_Enestee,rosiade lagunya kok beda uni itu mustahal pemilu saja owi vs owo suara prbw hanya kalau sekarang suara prbw sudah pindah mayoritas ke tapi juga banyak ke kalau bilang itu mimpi buruk siang bolong tanya,negatif,0.9962555170059204
Thu Jan 25 01:24:10 +0000 2024,trytobelonely,gue yang sudah hopeless sama pemilu tahun ini melihat presidennya begitu dan melihat sdm indonesia yang begini,negatif,0.5103535056114197
Wed Jan 24 23:25:38 +0000 2024,JulioAlfa___,pemilu memilih siapa ya,negatif,0.9589263200759888
Wed Jan 24 22:07:04 +0000 2024,BloodAxeOrc,langsung lantik saja deh raja terakhir deh turun tangan mengapai pakai pemilu,negatif,0.9746776223182678
Thu Jan 25 00:35:13 +0000 2024,cozaf,cepat cepat beres deh ini pemilu capek banget refresh tl isinya senggol senggolan kubu kan gue juga pengin lihat yang lucu lucu tt,negatif,0.9266223311424255
Wed Jan 24 13:11:55 +0000 2024,stif_andy,habis pemilu kayak nya bakal keluar dari kupang jenuh parah,negatif,0.9977460503578186
Wed Jan 24 12:25:51 +0000 2024,tersangcute,belum pemilu tapi sudah pengin nyoblos,negatif,0.983252763748169
Wed Jan 24 12:37:29 +0000 2024,candysugaring_,pemilu kalo votenya pakai mubeat ichamp mcdown gitugitu gue rela deh bikin akun email ribuan biar mereka tidak menang,negatif,0.979623019695282
Wed Jan 24 11:51:04 +0000 2024,nicholasauriga,untuk sementara waktu aku mute dulu halhal yang bersifat political pemilu amat sangat jenuh lihat black campaignnya,negatif,0.9965161085128784
Wed Jan 24 13:51:06 +0000 2024,cannalaea,eh kalo pemilu begitu upi libur tidak sih gue niat nya mau memilih di tps dekat rumah plsss ingfo,negatif,0.5015645027160645
Wed Jan 24 13:42:57 +0000 2024,coninlinguistic,indonesia pemilu sekarang harus putaran anjir tidak mau tau wkwk,negatif,0.9966097474098206
Wed Jan 24 13:43:59 +0000 2024,suntosolaw,kalau pemilu itu pertandingan olahraga sejak kapan pelatih atau wasit boleh ikut main ini bukan hanya tidak etis tapi tidak adil but looking beyond this isn t just ethics yang kita perjuangkan adalah nasib bangsa dan negara kita kedepan keadilan demokrasi yang sehat,negatif,0.9064130187034607
Wed Jan 24 12:55:53 +0000 2024,yukenrin,menjelang pemilu malas banget buka twitter arghghghg,negatif,0.9964509010314941
Wed Jan 24 13:36:22 +0000 2024,anggie_257,dari tiap pemilu selalu banyak muka prabowo seliweran jangan lelah ya pak kalo kalah kita ketemu lagi di soalnya dari tahun lalu sudah terbiasa sama bapak nyalon kayaknya aneh pemilu kalo tidak ada nama prabowo,negatif,0.8196389675140381
Wed Jan 24 12:37:34 +0000 2024,_skyxzview,tl sama fyp gua ngapa isinya pemilu mulu deh malas benar,negatif,0.9962788224220276
Wed Jan 24 12:12:03 +0000 2024,avatarrangg,ow jadi ini banyak yang baru mau masuk kerja tapi jadwal kerjanya dimundurin semua ke habis pemilu ya huftt aku kan butuh duit,negatif,0.9303480386734009
Wed Jan 24 12:53:43 +0000 2024,krisnaadiputro,anies baswedan sengkuni wait basudewa krishna di mahabharata itu juga licik kok tapi karena mereka tokoh protagonis saja makanya jadi keliahatan pahlawan pada dasarnya dalam pemilu nanti cara licik adalah hal wajar dilakukan,negatif,0.9743093848228455
Wed Jan 24 13:21:41 +0000 2024,kallpweteir,sudah sudah kita balas di pemilu,negatif,0.7246224880218506
Wed Jan 24 13:28:42 +0000 2024,linimasamu,seseorang tolong jelaskan tentang uu pemilu itu,netral,0.9817311763763428
Wed Jan 24 12:27:43 +0000 2024,telenovoia,pas pemilu boleh bawa contekan tidak sih soalnya ini caleg banyak banget,netral,0.9636492133140564
Wed Jan 24 13:14:23 +0000 2024,prakosabima,orangorang sibuk persiapan pemilu februari kita mah sibuk persiapan diri buat next pandemi eh plandemi,negatif,0.8333243727684021
Wed Jan 24 12:50:42 +0000 2024,Ganjar_Mahfud03,bahrawi wow aku juga mau unfollow curang tidak netral sejak rubah uu pemilu mencla mencle rangkul orba kianati rakyat anak mantu jkw kianati perjuangan tolak neo orba tolak politik dinasty tolak capres langgar ham tolak cawapres ilegal tolak koalisi koruptor,negatif,0.9905601143836975
Wed Jan 24 13:31:08 +0000 2024,matchmurdock,sudahlah makin bau pemilu disini makin malas buat memilih,negatif,0.9981868863105774
Wed Jan 24 13:18:47 +0000 2024,myarchae,gue se setres itu melihat berita jelang pemilu anjir wtf semua,negatif,0.9970958232879639
Wed Jan 24 12:40:21 +0000 2024,wiwinca,buruan pemilu kayak temlen isinya politik semua,negatif,0.9927560687065125
Wed Jan 24 10:26:12 +0000 2024,skrrtpullup,cepetcepet pemilu putaran dong lama banget,negatif,0.9979155659675598
Wed Jan 24 10:37:14 +0000 2024,Muslim_AntiPKI9,tahun pemilupilpres terburuk di nkri menurut kalian,negatif,0.987768828868866
Wed Jan 24 10:34:03 +0000 2024,agathaleon_,kalau anies benar punya keberanian habis pemilu ini dia harusnya berani untuk jadi oposisi kalau tidak dia sama saja dengan semua politisi lain,negatif,0.9862766265869141
Wed Jan 24 11:24:11 +0000 2024,melktaart,saya bersikap netral untuk saat ini karena masih banyak yang perlu dipertimbangkan di samping itu asas pemilu di negeri ini luberjurdil rahasia merupakan salah satu diantaranya saya berharap bapakibu dan saya berada dalam pemikiran hal yang sama tentang hal ini,netral,0.5641972422599792
Wed Jan 24 10:56:30 +0000 2024,PakatDayak_,sejak keikutsertaan sebagai pemilih dalam beberapa pemilu saya hanya percaya cuman ada orang netral yaitu bagus coki dan eno kalo ada yang mengaku mengaku netral siapapun dia presiden sekalipun ngapusi blass itu,negatif,0.9617090225219727
Wed Jan 24 11:22:46 +0000 2024,tracyyyss,gila gue mute semua hal tentang pemilu ini tetap saja nongol terus,negatif,0.9944666028022766
Wed Jan 24 11:49:23 +0000 2024,keshitttt,ada baiknya pemilu dilaksanakan melalui polling twitter,netral,0.9969488978385925
Wed Jan 24 11:36:21 +0000 2024,bexgonn,gue belajar pkn dari sd sampai sama berasa sia banget kemana pemilu yang sifat nya luber dan jurdil ini,negatif,0.9971641898155212
Wed Jan 24 11:16:32 +0000 2024,mindisdeadd,memang kalian pada memilih pas pemilu nanti,negatif,0.9459195733070374
Wed Jan 24 11:02:11 +0000 2024,soothlcrice,langsung hide video tiktok gr mengomentari tentang pemilu,netral,0.9021590948104858
Wed Jan 24 10:47:10 +0000 2024,azterwia,tolong yang baru bisa ikut pemilu ataupun siapa aja gunain dan manfaatin hak pilihnya dengan benar pls masih ada waktu kurleb minggu lagi yuk diyakinin dan gali informasi siapa yang mau dipilih di pemilu kali ini karena penting banget guys siapa yang bakal pimpin kedepannya,netral,0.3685985803604126
Wed Jan 24 11:19:56 +0000 2024,wjutdae,yeela politik bae ya memang lagi era mau pemilu si tapi kalau everywhere juga menyebalkan,negatif,0.9978814721107483
Wed Jan 24 11:24:51 +0000 2024,ikki_skaters,sifat asli manusia akan muncul ketika mendekati pemilu kebencian semakin merajalela,negatif,0.9938068985939026
Wed Jan 24 10:40:35 +0000 2024,areushit_u,twitter toxic sih kalo buat bahas pemilu,negatif,0.9968337416648865
Wed Jan 24 10:58:07 +0000 2024,lawrelhell,alhamdulillah keluarga punya akal dan logika untuk memilih siapa yang pantas dipilih saat pemilu suatu privilege,positif,0.8685696125030518
Wed Jan 24 11:39:26 +0000 2024,selamatssore,sambat ke kawanku di bostonsari wong indonesia tidak iso meneng saiki lagi ribut pemilu ndan sender merasakan lapar di indonesia,negatif,0.9611718654632568
Wed Jan 24 11:01:40 +0000 2024,AbiyuDaus,pernyataan jkw presiden boleh berpihak dan boleh kampanye asal tidak pakai pasilitas negara mengapai ada pemilu buangbuang waktu dan anggaran langsung saja samsul dilantik,negatif,0.8435794711112976
Wed Jan 24 10:03:59 +0000 2024,Hanya_Alina,kalau tidak lolos ke putaran kedua dan putaran kedua hanya ada dan pastinya pemilu jadi seru n riang gembira sih yuk amin kan,positif,0.9923198819160461
Wed Jan 24 11:36:09 +0000 2024,tjapoenglaut,yang lain rame bahas hukum pemilu aku sibuk dengan hukum newton aku ra popo aku tidak fomo,negatif,0.9868244528770447
Wed Jan 24 11:15:02 +0000 2024,augenuous,tipe tiap pejabat mengakhiri jabatannya tipe cupu perbaiki citra diri selesaikan proker yang belum selesai jadi negarawan sejati tidak cawe cawe pemilu yang akan datang ash apa itu formal dan moral trobos maka perkuat dinasti angkat anak jadi capres pakai kpk jadi senjata,negatif,0.9944072961807251
Mon Feb 19 05:54:32 +0000 2024,Pemiluco,mohon maaf ada kesalahan penulisan hari mestinya senin februari,netral,0.9765896201133728
Wed Jan 24 08:55:02 +0000 2024,SidiBobyLukman,jurus jurus mabuk di gelanggang pemilu,netral,0.9301002621650696
Wed Jan 24 09:17:24 +0000 2024,ToiletWarkop,sampah visual pemilu ini makin hari ini makinmakin dah,negatif,0.997350811958313
Wed Jan 24 09:01:31 +0000 2024,gaycateunsang,selesai pemilu semoga pak anies cak imin pak ganjar sama prof mahfud masih bisa pertahankan image begini entah kepilih ataupun nggak gue senang banget lihatnya sehat terutama pak ganjar lucu saja baca tweet dia awkwkwk,positif,0.9919350147247314
Wed Jan 24 08:32:54 +0000 2024,tersangcute,jangan pada goblok gara gara pemilu please,negatif,0.9976893663406372
Wed Jan 24 08:25:38 +0000 2024,endrearing,this is very controversial tapi gue pengin bilang dah buat tadi anak ugm yang bikin post tentang bagaimana jokowi bikin malu ugm tuh menurut gue agak bagaimana ya jujur gue tau dia blunder banget dengan raising up nepo baby di pemilu ini and dia sebagai presiden made a lot of issues go unnoticed,negatif,0.9926702976226807
Wed Jan 24 09:35:59 +0000 2024,ecalalapo,kangen isi tl sebelum masa pemilu,positif,0.8787592053413391
Wed Jan 24 09:57:53 +0000 2024,Cahardi2015,hidup lagi capek nya saat menunggu bus seorang ibu tiba tanpa permisi langsung nodong bpk pemilu pilih a ya saya belum tentuin pilihan kenapa sih a sudah jelas track recordnya ketiganya jelek semua pancingku kata siapa kata saya sih ibu mangkel langsung ngeloyor,negatif,0.997826874256134
Wed Jan 24 09:16:49 +0000 2024,neenaliya,personal opinion anies amp ganjar tuh menunjukkan proses pemilu dan demokrasi yang layak fresh young open i hope the old timey autocratic type of campaigns and elections die this year,positif,0.504848301410675
Wed Jan 24 08:53:10 +0000 2024,preetysyco,mau pemilu begini tidak ada begitu yang mau mengirimi aku wang miliyar dalam koper amp taroh depan pintu rumah,negatif,0.8860189914703369
Wed Jan 24 09:23:17 +0000 2024,jielsykes,siapa yang pemilu tetap masuk gawe ya aing,negatif,0.9666306376457214
Wed Jan 24 09:42:14 +0000 2024,miyyea_,aduh tl gua hari hari pemilu malu anjg,negatif,0.9976297616958618
